X,Y
2.6314773528604434,3.361198730736204, 0
-2.489036992158007,-2.4147641738248087, 0
4.9399106322274005,-8.08782857871135, 0
-4.6682447380216585,4.174837227993331, 0
-3.6583899097096513,-8.337703302260026, 0
1.886805366612565,-0.7800856419709348, 0
-9.93708663260669,5.120110040958547, 0
-3.0296645555896706,0.8423709321889579, 0
1.4368342751279712,-9.094406263371017, 0
2.3431576627527395,5.828097097834263, 0
6.3832479155120865,-3.720036212365631, 0
7.907991151646993,3.415374138532716, 0
6.19074199801145,1.0415553689872148, 0
1.2811936128083463,1.2121416813127297, 0
-3.9514810577559745,-8.927266069544476, 0
9.924088122241333,2.131582173059826, 0
-0.4994625855204262,6.325019976809369, 0
-3.0238034789234387,-8.27086293614106, 0
-3.4161555654962728,0.2958973522302841, 0
7.8907376770851485,-8.976706427224098, 0
1.714494521710927,-2.1847093162576208, 0
6.922961849377781,-6.1138981708632905, 0
-4.35582591581672,-3.972549053292198, 0
5.148571379740531,5.903974404691649, 0
-7.035919246520052,7.956395474254837, 0
5.360008616876462,4.120030356869895, 0
0.796637903941491,-9.301938217565056, 0
7.770255359155879,-8.388999399148807, 0
-8.443664005603164,-2.9555649495021523, 0
-6.048535945469116,-7.727138092668044, 0
3.3190852392277677,-9.508124367784031, 0
4.393112031751356,9.45447751314705, 0
-9.362613231425506,4.378428333858039, 0
6.756453874426427,2.206343094145309, 0
6.292661748512572,2.089760977422184, 0
2.8955259824829476,2.274296088986441, 0
3.7069211448541424,-5.477563400866674, 0
-9.667014818591452,9.285594632620317, 0
-1.9787307648137915,2.2793671599480962, 0
6.959038565766569,2.799957338265969, 0
-3.6774106018383517,-9.85345029981965, 0
-1.9674326578085903,4.102344822032711, 0
0.10213244743207461,5.729314650261173, 0
3.2418154426723653,-8.686831138959349, 0
7.1429242362251735,-4.979613003655667, 0
2.691037703486952,-6.068754385177475, 0
2.0859556034329607,8.358462671241831, 0
1.629585923181434,3.129675650193594, 0
-0.15343470143147542,-8.09963365396455, 0
4.792466049407446,-6.053688589557245, 0
7.597979004510865,-3.64262747660457, 0
7.424020938517874,4.406691245388883, 0
-4.051725250472984,-6.088029825422456, 0
2.7091800955497742,-4.754739932199712, 0
-2.789471407888122,-9.73884515270137, 0
5.22230607016045,-8.391330205900697, 0
6.961735800093159,5.926955669020366, 0
-8.962035350134412,4.424477646058666, 0
3.345464026714776,-9.054318666423276, 0
-4.353589990255293,-7.683859836447418, 0
-7.863378894528328,2.1216014937836327, 0
-0.05600765199335811,0.4277584686820255, 0
1.0548021122910676,-7.96173571585615, 0
-9.73819046766437,-6.8180421742193325, 0
-0.5879079606645519,5.478730767564922, 0
-7.645532575307119,5.746192032264686, 0
-3.1083182680437638,3.422360902348201, 0
-1.5936305851598203,6.187101386484532, 0
9.728183204894364,-4.627875317591119, 0
5.900245684066549,-7.238353398151713, 0
1.7618737546820817,-0.29208244025795693, 0
2.247620695058334,-9.294778093226588, 0
-8.550974630753075,0.16207070851255345, 0
-1.8733941751982428,2.225788504302793, 0
-6.367973814335004,0.281199062228092, 0
-5.129045321045435,-6.851404463793342, 0
2.808551427219225,-4.535236371592073, 0
7.136274535798542,-4.499968940870818, 0
2.8629702915701394,-9.515662787444938, 0
9.796844266252222,-0.7463710317129557, 0
2.3439200111305993,4.4620773342747135, 0
4.0826292156517106,-4.618455553422313, 0
4.311639766104729,4.988627737715298, 0
4.276318764359264,8.391737167986864, 0
-1.1822548349231798,3.89906472529378, 0
-7.484598223494643,3.163343022587288, 0
4.064588609126181,4.630964319182059, 0
-5.483933671126056,9.377289366203058, 0
8.236028321023866,-9.080275255759947, 0
-1.8213650338109275,5.312971508341382, 0
-4.634262322952612,-0.8289800637579692, 0
9.730034564494673,-8.279479942636105, 0
6.616594203502949,4.1958539757605156, 0
-1.6806873521775838,-0.9162865874875301, 0
-2.908062677884635,5.384360460267111, 0
-6.982494072482761,-9.54265104748702, 0
8.722463197258964,-4.605160481129769, 0
7.617568489158984,5.044106636639922, 0
-2.6867533998127673,7.568320981564007, 0
-9.361635839503993,-4.254285525422823, 0
1.1932011064420305,-8.437139999207622, 0
6.789234571058536,9.56426173864455, 0
-5.721277597759446,2.632792955963172, 0
5.005708461628798,1.6723953770012994, 0
0.38508697845550444,-8.75933262578429, 0
9.759008603397973,5.2646562954164295, 0
-8.096535726363003,9.467058698125523, 0
-3.0282894428651153,5.250822907739796, 0
-2.693353312015865,1.9341817008585203, 0
-6.736987957846603,4.714910825531035, 0
-7.535324681649714,5.04718277341154, 0
-7.356252765011437,1.3929756330923038, 0
4.800244504709957,4.395975561908589, 0
5.264594408437958,-1.220695063715132, 0
4.758739508894834,-2.328239821362132, 0
-2.2878727285454747,2.752352885391158, 0
-0.7985187052477407,-4.376373057170426, 0
-9.942135709553547,-8.120027457556528, 0
5.421572040153158,-5.2659085466790945, 0
8.689390988798234,3.2981015128991036, 0
3.838148324635366,4.25256811756643, 0
-3.168294415954758,-4.590926047126982, 0
-3.0536021741203356,9.600815430799614, 0
-6.98893278925129,7.745559282818878, 0
6.897092991048556,9.61181970508213, 0
2.8027411538927183,-0.48298499916126403, 0
3.0080896011060165,-7.7602767010860285, 0
-3.4277737159129344,9.438943082516843, 0
7.115980069253588,4.207641424224667, 0
-1.615519766638414,-9.295973070287467, 0
-5.536784231936942,-2.030491388843661, 0
8.774584580501656,-8.944944903250462, 0
7.53165431574973,1.848681832100386, 0
9.794315190964362,7.206402409672016, 0
-2.1864843125886724,-9.124529883513802, 0
0.6709625892817854,-0.4505714384356896, 0
4.967263058237625,1.5704629277773758, 0
2.2545018759258113,8.04733073974835, 0
3.631930109088014,9.688203674158359, 0
5.8285907902247125,6.257657536611163, 0
-1.7495563075878415,-2.138699179985024, 0
-6.64696674160796,-6.796478355832027, 0
5.279862432115408,-0.756867205159006, 0
-9.810370342952645,-3.8109313139906416, 0
-8.10748977361123,-6.860269407500239, 0
-3.321822678767541,-3.1049911495079385, 0
0.4399506905803108,1.4134638964215451, 0
-6.486103294377199,-5.666567553968552, 0
-3.056657378395129,1.623132459239562, 0
1.1888444984609698,-4.842972703785873, 0
3.456215534829175,-7.614781448826447, 0
3.2993211343481317,2.3641447581509922, 0
-2.865026078667217,-9.659400884999737, 0
-3.4065411773722287,-0.8300232593649781, 0
4.779805515776804,-4.660366897344375, 0
-5.29703453340705,-8.441863034313856, 0
-0.6192339475209891,-5.192514295401384, 0
6.758521407288242,6.457958083254489, 0
1.1231376981745775,-7.036022429356983, 0
9.016257616796992,-6.235630525894238, 0
2.2158569944251063,-9.108520908453343, 0
2.7162704947391703,-5.042539993910733, 0
-4.429080327603274,-6.701169979160058, 0
-5.447805651606002,-3.0455097299283285, 0
0.5950917491355128,-1.4537097524004228, 0
-0.4593653380264726,-7.976318670411365, 0
-5.881900436260485,-4.02571162872702, 0
